variable,,dummyVariable,,,typeEnd,databaseStart,,,,,variableStart,,,,,,,,typeStart,recEnd,,,,numValidCat,,catLabel,,catLabelLong,,units,,recStart,,catStartLabel,,,,,variableStartShortLabel,,,,,variableStartLabel,,,,,,,notes
GFVD17CY,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFD17CY],,,,,,,,cont,copy,,,,N/A,,times/year,,times/year,,times/year,,"[0, 1638]",,Number of times,,,,,Strawberry consumption outside summer,,,,,"Eats strawberries - times/year per year, excluding summer",,,,,,,
GFVD17CY,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFD17CY],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,times/year,,9996,,Valid skip ,,,,,Strawberry consumption outside summer,,,,,"Eats strawberries - times/year per year, excluding summer",,,,,,,
GFVD17CY,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFD17CY],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,"[9997, 9999]",,Don't know (9997); Refusal (9998); Not stated (9999),,,,,Strawberry consumption outside summer,,,,,"Eats strawberries - times/year per year, excluding summer",,,,,,,
GFVD17CY,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFD17CY],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,else,,else,,,,,Strawberry consumption outside summer,,,,,"Eats strawberries - times/year per year, excluding summer",,,,,,,
GFVD17DY,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFD17DY],,,,,,,,cont,copy,,,,N/A,,times/year,,times/year,,times/year,,"[0, 2555]",,Number of times,,,,,Other fruit consumption in year,,,,,Eats other types of fruit - times/year per year - (D),,,,,,,
GFVD17DY,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFD17DY],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,times/year,,9996,,Valid skip ,,,,,Other fruit consumption in year,,,,,Eats other types of fruit - times/year per year - (D),,,,,,,
GFVD17DY,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFD17DY],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,"[9997, 9999]",,Don't know (9997); Refusal (9998); Not stated (9999),,,,,Other fruit consumption in year,,,,,Eats other types of fruit - times/year per year - (D),,,,,,,
GFVD17DY,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFD17DY],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,else,,else,,,,,Other fruit consumption in year,,,,,Eats other types of fruit - times/year per year - (D),,,,,,,
"GFVD18Y	",,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,"[GFVD18Y]	",,,,,,,,cont,copy,,,,N/A,,times/year,,times/year,,times/year,,"[0, 3650]",,Number of times,,,,,Tomato consumption in year,,,,,Eats tomatoes or tomato sauce times/year/year - (D),,,,,,,
"GFVD18Y	",,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,"[GFVD18Y]	",,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,times/year,,9996,,Valid skip ,,,,,Tomato consumption in year,,,,,Eats tomatoes or tomato sauce times/year/year - (D),,,,,,,
"GFVD18Y	",,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,"[GFVD18Y]	",,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,"[9997, 9999]",,Don't know (9997); Refusal (9998); Not stated (9999),,,,,Tomato consumption in year,,,,,Eats tomatoes or tomato sauce times/year/year - (D),,,,,,,
"GFVD18Y	",,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,"[GFVD18Y]	",,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,else,,else,,,,,Tomato consumption in year,,,,,Eats tomatoes or tomato sauce times/year/year - (D),,,,,,,
GFVD19Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD19Y],,,,,,,,cont,copy,,,,N/A,,times/year,,times/year,,times/year,,"[0, 1095]",,Number of times,,,,,Salad consumption in year,,,,,Eats lettuce or green leafy salad - times/year per year - (D),,,,,,,
GFVD19Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD19Y],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,times/year,,9996,,Valid skip ,,,,,Salad consumption in year,,,,,Eats lettuce or green leafy salad - times/year per year - (D),,,,,,,
GFVD19Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD19Y],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,"[9997, 9999]",,Don't know (9997); Refusal (9998); Not stated (9999),,,,,Salad consumption in year,,,,,Eats lettuce or green leafy salad - times/year per year - (D),,,,,,,
GFVD19Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD19Y],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,else,,else,,,,,Salad consumption in year,,,,,Eats lettuce or green leafy salad - times/year per year - (D),,,,,,,
GFVD20Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD20Y],,,,,,,,cont,copy,,,,N/A,,times/year,,times/year,,times/year,,"[0, 730]",,Number of times,,,,,Spinach/mustards/cabbage eaten in year,,,,,"Eats spinach, mustard greens, cabbage - times/year per year - (D)",,,,,,,
GFVD20Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD20Y],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,times/year,,9996,,Valid skip ,,,,,Spinach/mustards/cabbage eaten in year,,,,,"Eats spinach, mustard greens, cabbage - times/year per year - (D)",,,,,,,
GFVD20Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD20Y],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,"[9997, 9999]",,Don't know (9997); Refusal (9998); Not stated (9999),,,,,Spinach/mustards/cabbage eaten in year,,,,,"Eats spinach, mustard greens, cabbage - times/year per year - (D)",,,,,,,
GFVD20Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD20Y],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,else,,else,,,,,Spinach/mustards/cabbage eaten in year,,,,,"Eats spinach, mustard greens, cabbage - times/year per year - (D)",,,,,,,
GFVD22Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD22Y],,,,,,,,cont,copy,,,,N/A,,times/year,,times/year,,times/year,,"[0, 2555]",,Number of times,,,,,Potato consumption in year,,,,,Eats other potatoes - times/year per year - (D),,,,,,,
GFVD22Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD22Y],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,times/year,,9996,,Valid skip ,,,,,Potato consumption in year,,,,,Eats other potatoes - times/year per year - (D),,,,,,,
GFVD22Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD22Y],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,"[9997, 9999]",,Don't know (9997); Refusal (9998); Not stated (9999),,,,,Potato consumption in year,,,,,Eats other potatoes - times/year per year - (D),,,,,,,
GFVD22Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD22Y],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,else,,else,,,,,Potato consumption in year,,,,,Eats other potatoes - times/year per year - (D),,,,,,,
GFVD23Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD23Y],,,,,,,,cont,copy,,,,N/A,,times/year,,times/year,,times/year,,"[0, 2555]",,Number of times,,,,,Other vegetable consumption in year,,,,,Eats all other types of vegetables - times/year per year - (D),,,,,,,
GFVD23Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD23Y],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,times/year,,9996,,Valid skip ,,,,,Other vegetable consumption in year,,,,,Eats all other types of vegetables - times/year per year - (D),,,,,,,
GFVD23Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD23Y],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,"[9997, 9999]",,Don't know (9997); Refusal (9998); Not stated (9999),,,,,Other vegetable consumption in year,,,,,Eats all other types of vegetables - times/year per year - (D),,,,,,,
GFVD23Y,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,[GFVD23Y],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,else,,else,,,,,Other vegetable consumption in year,,,,,Eats all other types of vegetables - times/year per year - (D),,,,,,,
highBP14090,,N/A,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[BPMDPBPS, BPMDPBPD, ANYmed]",,,,,,,,N/A,Func::determine_hypertension,,,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,,,,Hypertensive 140/190,,,,,Hypertensive 140/90 - using general population criteria,,,,,,,"Derived from BPMDPBPS, BPMDPBPD, and ANYmed"
highBP14090,,highBP14090_cat2_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[BPMDPBPS, BPMDPBPD, ANYmed]",,,,,,,,N/A,1,,,,2,,Yes,,Yes,,N/A,,N/A,,Yes,,,,,Hypertensive 140/191,,,,,Hypertensive 140/90 - using general population criteria,,,,,,,
highBP14090,,highBP14090_cat2_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[BPMDPBPS, BPMDPBPD, ANYmed]",,,,,,,,N/A,2,,,,2,,No,,No,,N/A,,N/A,,No,,,,,Hypertensive 140/192,,,,,Hypertensive 140/90 - using general population criteria,,,,,,,
highBP14090,,highBP14090_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[BPMDPBPS, BPMDPBPD, ANYmed]",,,,,,,,N/A,NA::b,,,,N/A,,missing,,missing,,N/A,,N/A,,missing,,,,,Hypertensive 140/190,,,,,Hypertensive 140/90 - using general population criteria,,,,,,,
highBP14090_adj,,N/A,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[SBP_adj, DBP_adj, ANYmed]",,,,,,,,N/A,Func::determine_adjusted_hypertension,,,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,,,,Hypertensive (adjusted) 140/190,,,,,Hypertensive (adjusted) 140/90 - using general population criteria,,,,,,,"Derived from highsys140_adj, highdias90_adj, and ANYmed"
highBP14090_adj,,highBP14090_adj_cat2_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[SBP_adj, DBP_adj, ANYmed]",,,,,,,,N/A,1,,,,2,,Yes,,Yes,,N/A,,N/A,,Yes,,,,,Hypertensive (adjusted) 140/191,,,,,Hypertensive (adjusted) 140/90 - using general population criteria,,,,,,,
highBP14090_adj,,highBP14090_adj_cat2_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[SBP_adj, DBP_adj, ANYmed]",,,,,,,,N/A,2,,,,2,,No,,No,,N/A,,N/A,,No,,,,,Hypertensive (adjusted) 140/192,,,,,Hypertensive (adjusted) 140/90 - using general population criteria,,,,,,,
highBP14090_adj,,highBP14090_adj_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[SBP_adj, DBP_adj, ANYmed]",,,,,,,,N/A,NA::b,,,,N/A,,missing,,missing,,N/A,,N/A,,missing,,,,,Hypertensive (adjusted) 140/190,,,,,Hypertensive (adjusted) 140/90 - using general population criteria,,,,,,,
HWMDBMI,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[HWMDBMI],,,,,,,,cont,copy,,,,N/A,,Body Mass Index ,,Body Mass Index ,,kg/m2,,"[9.47, 56.77]",,Body Mass Index score,,,,,Body mass index,,,,,Body Mass Index - (D),,,,,,,
HWMDBMI,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[HWMDBMI],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,kg/m2,,99.96,,Valid skip ,,,,,Body mass index,,,,,Body Mass Index - (D),,,,,,,
HWMDBMI,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[HWMDBMI],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,kg/m2,,"[99.97, 99.99]",,Don't know (99.97); Refusal (99.98); Not stated (99.99),,,,,Body mass index,,,,,Body Mass Index - (D),,,,,,,
HWMDBMI,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[HWMDBMI],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,minutes/day,,else,,else,,,,,Body mass index,,,,,Body Mass Index - (D),,,,,,,
IMG_03,,IMG_03_cat2_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCFIMM, cycle2::SDCFIMM, cycle3::IMM_03, cycle4::IMM_03, [IMG_03]",,,,,,,,cat,1,,,,2,,Yes,,Yes,,N/A,,1,,Yes,,,,,Immigration status,,,,,Landed immigrant,,,,,,,
IMG_03,,IMG_03_cat2_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCFIMM, cycle2::SDCFIMM, cycle3::IMM_03, cycle4::IMM_03, [IMG_03]",,,,,,,,cat,2,,,,2,,No,,No,,N/A,,2,,No,,,,,Immigration status,,,,,Landed immigrant,,,,,,,
IMG_03,,IMG_03_cat2_NA::a,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCFIMM, cycle2::SDCFIMM, cycle3::IMM_03, cycle4::IMM_03, [IMG_03]",,,,,,,,cat,NA::a,,,,2,,not applicable,,not applicable,,N/A,,6,,Valid skip,,,,,Immigration status,,,,,Landed immigrant,,,,,,,
IMG_03,,IMG_03_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCFIMM, cycle2::SDCFIMM, cycle3::IMM_03, cycle4::IMM_03, [IMG_03]",,,,,,,,cat,NA::b,,,,2,,missing,,missing,,N/A,,"[7, 9]",,Don't know (7); Refusal (8); Not stated (9),,,,,Immigration status,,,,,Landed immigrant,,,,,,,
IMG_03,,IMG_03_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCFIMM, cycle2::SDCFIMM, cycle3::IMM_03, cycle4::IMM_03, [IMG_03]",,,,,,,,cat,NA::b,,,,2,,missing,,missing,,N/A,,else,,else,,,,,Immigration status,,,,,Landed immigrant,,,,,,,
imputed,,imputed_cat2_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[THIFIMP4],,,,,,,,cat,1,,,,2,,Yes,,Yes,,N/A,,2,,Yes,,,,,Household income imputation flag,,,,,Household income imputation flag (2 categories - yes/no),,,,,,,
imputed,,imputed_cat2_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[THIFIMP4],,,,,,,,cat,2,,,,2,,No,,No,,N/A,,1,,No,,,,,Household income imputation flag,,,,,Household income imputation flag (2 categories - yes/no),,,,,,,
imputed,,imputed_cat2_3,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[THIFIMP4],,,,,,,,cat,2,,,,2,,No,,No,,N/A,,"[3, 4]",,No,,,,,Household income imputation flag,,,,,Household income imputation flag (2 categories - yes/no),,,,,,,
imputed,,imputed_cat2_NA::a,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[THIFIMP4],,,,,,,,cat,NA::a,,,,2,,not applicable,,not applicable,,N/A,,96,,not applicable,,,,,Household income imputation flag,,,,,Household income imputation flag (2 categories - yes/no),,,,,,,
imputed,,imputed_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[THIFIMP4],,,,,,,,cat,NA::b,,,,2,,missing,,missing,,N/A,,"[97, 99]",,missing,,,,,Household income imputation flag,,,,,Household income imputation flag (2 categories - yes/no),,,,,,,
imputed,,imputed_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[THIFIMP4],,,,,,,,cat,NA::b,,,,2,,missing,,missing,,N/A,,else,,else,,,,,Household income imputation flag,,,,,Household income imputation flag (2 categories - yes/no),,,,,,,
incQ,,incQ_cat5_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[adj_hh_inc],,,,,,,,cont,1,,,,5,,Quntile 1,,Quntile 1,,N/A,,"[0, 21500]",,Quntile 1,,,,,Household income,,,,,Adjusted household income quintile,,,,,,,
incQ,,incQ_cat5_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[adj_hh_inc],,,,,,,,cont,2,,,,5,,Quntile 2,,Quntile 2,,N/A,,"(21500, 35000]",,Quntile 2,,,,,Household income,,,,,Adjusted household income quintile,,,,,,,
incQ,,incQ_cat5_3,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[adj_hh_inc],,,,,,,,cont,3,,,,5,,Quntile 3,,Quntile 3,,N/A,,"(35500, 49999]",,Quntile 3,,,,,Household income,,,,,Adjusted household income quintile,,,,,,,
incQ,,incQ_cat5_4,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[adj_hh_inc],,,,,,,,cont,4,,,,5,,Quntile 4,,Quntile 4,,N/A,,"(49999, 70000]",,Quntile 4,,,,,Household income,,,,,Adjusted household income quintile,,,,,,,
incQ,,incQ_cat5_5,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[adj_hh_inc],,,,,,,,cont,5,,,,5,,Quntile 5,,Quntile 5,,N/A,,"(70000, ]",,Quntile 5,,,,,Household income,,,,,Adjusted household income quintile,,,,,,,
incQ,,incQ_cat5_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[adj_hh_inc],,,,,,,,cont,NA::b,,,,2,,missing,,missing,,N/A,,else,,else,,,,,Lowest household income quntile,,,,,Lowest household income quintile,,,,,,,
incQ1,,incQ1_cat2_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[incQ],,,,,,,,cat,1,,,,2,,Yes,,Yes,,N/A,,1,,Yes,,,,,Lowest household income quntile,,,,,Lowest household income quintile,,,,,,,
incQ1,,incQ1_cat2_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[incQ],,,,,,,,cat,2,,,,2,,No,,No,,N/A,,"[2, 5]",,No,,,,,Lowest household income quntile,,,,,Lowest household income quintile,,,,,,,
incQ1,,incQ1_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[incQ],,,,,,,,cat,NA::b,,,,2,,missing,,missing,,N/A,,else,,else,,,,,Lowest household income quntile,,,,,Lowest household income quintile,,,,,,,
insample,,N/A,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[agegroup2079, highBP14090, PRS_11]",,,,,,,,N/A,Func::determine_inclusion_status,,,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,,,,Study inclusion status,,,,,Included in study sample,,,,,,,"Derived from agegroup2079, highBP14090, and PRS_11"
insample,,insample_cat2_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[agegroup2079, highBP14090, PRS_11]",,,,,,,,N/A,1,,,,2,,Yes,,Yes,,N/A,,N/A,,Yes,,,,,Study inclusion status,,,,,Included in study sample,,,,,,,
insample,,insample_cat2_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[agegroup2079, highBP14090, PRS_11]",,,,,,,,N/A,2,,,,2,,No,,No,,N/A,,N/A,,No,,,,,Study inclusion status,,,,,Included in study sample,,,,,,,
insample,,insample_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[agegroup2079, highBP14090, PRS_11]",,,,,,,,N/A,NA::b,,,,2,,missing,,missing,,N/A,,N/A,,missing,,,,,Study inclusion status,,,,,Included in study sample,,,,,,,
LAB_ALKP,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_ALKP],,,,,,,,cont,copy,,,,N/A,,Lab result,,Lab result,,U/L,,"[16, 145]",,Lab result ,,,,,Alkaline phosphatase,,,,,Alkaline phosphatase (U/L),,,,,,,
LAB_ALKP,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_ALKP],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,U/L,,"[9994, 9996]",,"Greater than upper analytical range (9994), Less than limit of detection (9995), Valid skip (9996)",,,,,Alkaline phosphatase,,,,,Alkaline phosphatase (U/L),,,,,,,
LAB_ALKP,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_ALKP],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,U/L,,"[9997, 9999]",,Don't know (9997); Refusal (9998); Not stated (9999),,,,,Alkaline phosphatase,,,,,Alkaline phosphatase (U/L),,,,,,,
LAB_ALKP,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_ALKP],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,U/L,,else,,else,,,,,Alkaline phosphatase,,,,,Alkaline phosphatase (U/L),,,,,,,
LAB_ALT,,N/A,,,cont,"cycle1, cycle2, cycle4, cycle6",,,,,[LAB_ALT],,,,,,,,cont,copy,,,,N/A,,Lab result,,Lab result,,U/L,,"[5, 370]",,Lab result ,,,,,Alanine aminotransferase,,,,,Alanine aminotransferase (ALT) (U/L),,,,,,,
LAB_ALT,,N/A,,,cont,"cycle1, cycle2, cycle4, cycle6",,,,,[LAB_ALT],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,U/L,,"[9994, 9996]",,"Greater than upper analytical range (9994), Less than limit of detection (9995), Valid skip (9996)",,,,,Alanine aminotransferase,,,,,Alanine aminotransferase (ALT) (U/L),,,,,,,
LAB_ALT,,N/A,,,cont,"cycle1, cycle2, cycle4, cycle6",,,,,[LAB_ALT],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,U/L,,"[9997, 9999]",,Don't know (9997); Refusal (9998); Not stated (9999),,,,,Alanine aminotransferase,,,,,Alanine aminotransferase (ALT) (U/L),,,,,,,
LAB_ALT,,N/A,,,cont,"cycle1, cycle2, cycle4, cycle6",,,,,[LAB_ALT],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,U/L,,else,,else,,,,,Alanine aminotransferase,,,,,Alanine aminotransferase (ALT) (U/L),,,,,,,
LAB_BCRE,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_BCRE],,,,,,,,cont,copy,,,,N/A,,Lab result,,Lab result,,µmol/L,,"[14, 785]",,Lab result ,,,,,Blood creatine,,,,,"Blood creatinine (µmol/L)	",,,,,,,
LAB_BCRE,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_BCRE],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,µmol/L,,"[9994, 9996]",,"Greater than upper analytical range (9994), Less than limit of detection (9995), Valid skip (9996)",,,,,Blood creatine,,,,,"Blood creatinine (µmol/L)	",,,,,,,
LAB_BCRE,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_BCRE],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,µmol/L,,"[9997, 9999]",,Don't know (9997); Refusal (9998); Not stated (9999),,,,,Blood creatine,,,,,"Blood creatinine (µmol/L)	",,,,,,,
LAB_BCRE,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_BCRE],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,µmol/L,,else,,else,,,,,Blood creatine,,,,,"Blood creatinine (µmol/L)	",,,,,,,
LAB_BPB,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_BPB],,,,,,,,cont,copy,,,,N/A,,Lab result,,Lab result,,µmol/L,,"[0, 9.9994)",,Lab result ,,,,,Blood lead,,,,,"Blood lead (µmol/L)	",,,,,,,
LAB_BPB,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_BPB],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,µmol/L,,"[9.9994, 9.9996]",,"Greater than upper analytical range (9.9994), Less than limit of detection (9.9995), Valid skip (9.9996)",,,,,Blood lead,,,,,"Blood lead (µmol/L)	",,,,,,,
LAB_BPB,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_BPB],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,µmol/L,,"[9.9997, 9.9999]",,Don't know (9.9997); Refusal (9.9998); Not stated (9.9999),,,,,Blood lead,,,,,"Blood lead (µmol/L)	",,,,,,,
LAB_BPB,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_BPB],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,µmol/L,,else,,else,,,,,Blood lead,,,,,"Blood lead (µmol/L)	",,,,,,,
LAB_CHOL,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_CHOL],,,,,,,,cont,copy,,,,N/A,,Lab result,,Lab result,,mmol/L,,[01.88 - 13.58],,Lab result ,,,,,Total cholesterol,,,,,Total cholesterol (mmol/L),,,,,,,
LAB_CHOL,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_CHOL],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,mmol/L,,"[99.94, 99.96]",,"Greater than upper analytical range (99.94), Less than limit of detection (99.95), Valid skip (99.96)",,,,,Total cholesterol,,,,,Total cholesterol (mmol/L),,,,,,,
LAB_CHOL,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_CHOL],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,mmol/L,,"[99.97, 99.99]",,Don't know (99.97); Refusal (99.98); Not stated (99.99),,,,,Total cholesterol,,,,,Total cholesterol (mmol/L),,,,,,,
LAB_CHOL,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_CHOL],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,mmol/L,,else,,else,,,,,Total cholesterol,,,,,Total cholesterol (mmol/L),,,,,,,
LAB_GGT,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_CHOL],,,,,,,,cont,copy,,,,N/A,,Lab result,,Lab result,,U/L,,"[5, 698]",,Lab result ,,,,,Gamma-glutamyltransferase,,,,,Gamma-glutamyltransferase (GGT) (U/L),,,,,,,
