variable,,dummyVariable,,,typeEnd,databaseStart,,,,,variableStart,,,,,,,,typeStart,recEnd,,,,numValidCat,,catLabel,,catLabelLong,,units,,recStart,,catStartLabel,,,,,variableStartShortLabel,,,,,variableStartLabel,,,,,,,notes
NonHDLtodd,,NonHDLtodd_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[nonHDL],,,,,,,,cont,NA::b,,,,2,,missing,,missing,,N/A,,else,,else,,,,,High non-HDL cholesterol status,,,,,At or above 4.3 mmol/L of NonHDL,,,,,,,
noHSGrad,,noHSGrad_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[EDUDR04],,,,,,,,cat,NA::b,,,,2,,missing,,missing,,N/A,,else,,else,,,,,Education status,,,,,Education status wrt high school graduation (yes/no),,,,,,,
NPI_25B,,NPI_25B_cat5_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], cycle2::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], [NPI_25A]",,,,,,,,cat,1,,,,5,,Today,,Today,,N/A,,1,,Today,,,,,Medication - time last taken (clinic),,,,,Medication - time last taken (clinic interview),,,,,,,
NPI_25B,,NPI_25B_cat5_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], cycle2::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], [NPI_25A]",,,,,,,,cat,2,,,,5,,Yesterday,,Yesterday,,N/A,,2,,Yesterday,,,,,Medication - time last taken (clinic),,,,,Medication - time last taken (clinic interview),,,,,,,
NPI_25B,,NPI_25B_cat5_3,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], cycle2::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], [NPI_25A]",,,,,,,,cat,3,,,,5,,Within last week,,Within last week,,N/A,,3,,Within last week,,,,,Medication - time last taken (clinic),,,,,Medication - time last taken (clinic interview),,,,,,,
NPI_25B,,NPI_25B_cat5_4,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], cycle2::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], [NPI_25A]",,,,,,,,cat,4,,,,5,,Within last month,,Within last month,,N/A,,4,,Within last month,,,,,Medication - time last taken (clinic),,,,,Medication - time last taken (clinic interview),,,,,,,
NPI_25B,,NPI_25B_cat5_5,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], cycle2::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], [NPI_25A]",,,,,,,,cat,5,,,,5,,> a month ago,,> a month ago,,N/A,,5,,More than a month ago,,,,,Medication - time last taken (clinic),,,,,Medication - time last taken (clinic interview),,,,,,,
NPI_25B,,NPI_25B_cat5_NA::a,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], cycle2::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], [NPI_25A]",,,,,,,,cat,NA::a,,,,5,,not applicable,,not applicable,,N/A,,6,,Valid skip,,,,,Medication - time last taken (clinic),,,,,Medication - time last taken (clinic interview),,,,,,,
NPI_25B,,NPI_25B_cat5_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], cycle2::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], [NPI_25A]",,,,,,,,cat,NA::b,,,,5,,missing,,missing,,N/A,,"[7, 9]",,Don't know (7); Refusal (8); Not stated (9),,,,,Medication - time last taken (clinic),,,,,Medication - time last taken (clinic interview),,,,,,,
NPI_25B,,NPI_25B_cat5_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], cycle2::[MHR_101B, MHR_102B, MHR_103B, MHR_104B, MHR_105B, MHR_106B, MHR_107B, MHR_108B, MHR_109B, MHR_110B, MHR_111B, MHR_112B, MHR_113B, MHR_114B, MHR_115B, MHR_201B, MHR_202B, MHR_203B, MHR_204B, MHR_205B, MHR_206B, MHR_207B, MHR_208B, MHR_209B, MHR_210B, MHR_211B, MHR_212B, MHR_213B, MHR_214B, MHR_215B, MHR_131B, MHR_132B, MHR_133B, MHR_134B, MHR_135B, MHR_231B, MHR_232B, MHR_233B, MHR_234B, MHR_235B], [NPI_25A]",,,,,,,,cat,NA::b,,,,5,,missing,,missing,,N/A,,else,,else,,,,,Medication - time last taken (clinic),,,,,Medication - time last taken (clinic interview),,,,,,,
NSAID_drug,,N/A,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[MEUCATC, NPI_25B]",,,,,,,,N/A,Func::is_NSAID,,,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,,,,NSAID,,,,,Taking NSAID,,,,,,,"Derived from MEUCATC, NPI_25A, and NPI_25B"
NSAID_drug,,NSAID_drug_cat2_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[MEUCATC, NPI_25B]",,,,,,,,N/A,1,,,,2,,Yes,,Yes,,N/A,,N/A,,Yes,,,,,NSAID,,,,,Taking NSAID,,,,,,,
NSAID_drug,,NSAID_drug_cat2_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[MEUCATC, NPI_25B]",,,,,,,,N/A,2,,,,2,,No,,No,,N/A,,N/A,,No,,,,,NSAID,,,,,Taking NSAID,,,,,,,
NSAID_drug,,NSAID_drug_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[MEUCATC, NPI_25B]",,,,,,,,N/A,NA::b,,,,2,,missing,,missing,,N/A,,N/A,,missing,,,,,NSAID,,,,,Taking NSAID,,,,,,,
PAADTOT,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,"cycle3::IPADTTPA, [PAADTOT]",,,,,,,,cont,copy,,,,N/A,,Number of minutes,,Number of minutes,,minutes/week,,"[0, 428]",,Number of minutes,,,,,Minutes of exercise per week (self-reported) ,,,,,Total minutes of physical activity from all domains per week - (D),,,,,,,
PAADTOT,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,"cycle3::IPADTTPA, [PAADTOT]",,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,minutes/week,,99996,,Valid skip,,,,,Minutes of exercise per week (self-reported) ,,,,,Total minutes of physical activity from all domains per week - (D),,,,,,,
PAADTOT,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,"cycle3::IPADTTPA, [PAADTOT]",,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,minutes/week,,"[99997, 99999]",,Don't know (99997); Refusal (99998); Not stated (99999),,,,,Minutes of exercise per week (self-reported) ,,,,,Total minutes of physical activity from all domains per week - (D),,,,,,,
PAADTOT,,N/A,,,cont,"cycle3, cycle4, cycle5, cycle6",,,,,"cycle3::IPADTTPA, [PAADTOT]",,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,minutes/week,,else,,else,,,,,Minutes of exercise per week (self-reported) ,,,,,Total minutes of physical activity from all domains per week - (D),,,,,,,
pack_years_der,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[SMKDSTY, CLC_AGE, SMKDSTP, SMK_52, SMK_31, SMK_41, SMK_53, SMK_23, SMK_21, SMK_11]",,,,,,,,N/A,Func::pack_years_fun,,,,N/A,,N/A,,N/A,,years,,N/A,,Pack-years,,,,,Pack-years,,,,,Smoking pack-years,,,,,,,"Derived from SMKDSTY, CLC_AGE, SMKDSTP, SMK_52, SMK_31, SMK_41, SMK_53, SMK_23, SMK_21,and  SMK_11"
pack_years_der,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[SMKDSTY, CLC_AGE, SMKDSTP, SMK_52, SMK_31, SMK_41, SMK_53, SMK_23, SMK_21, SMK_11]",,,,,,,,N/A,NA::b,,,,N/A,,missing,,missing,,years,,N/A,,Pack-years,,,,,Pack-years,,,,,Smoking pack-years,,,,,,,
PGDCGT,,PGDCHT_cat13_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,1,,,,13,,White,,White,,N/A,,1,,White,,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
PGDCGT,,PGDCHT_cat13_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,2,,,,13,,Black,,Black,,N/A,,2,,Black,,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
PGDCGT,,PGDCHT_cat13_3,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,3,,,,13,,Korean,,Korean,,N/A,,3,,Korean,,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
PGDCGT,,PGDCHT_cat13_4,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,4,,,,13,,Filipino,,Filipino,,N/A,,4,,Filipino,,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
PGDCGT,,PGDCHT_cat13_5,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,5,,,,13,,Japanese,,Japanese,,N/A,,5,,Japanese,,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
PGDCGT,,PGDCHT_cat13_6,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,6,,,,13,,Chinese,,Chinese,,N/A,,6,,Chinese,,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
PGDCGT,,PGDCHT_cat13_7,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,7,,,,13,,South Asian,,South Asian,,N/A,,7,,South Asian,,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
PGDCGT,,PGDCHT_cat13_8,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,8,,,,13,,Southeast Asian,,Southeast Asian,,N/A,,8,,Southeast Asian,,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
PGDCGT,,PGDCHT_cat13_9,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,9,,,,13,,Arab,,Arab,,N/A,,9,,Arab,,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
PGDCGT,,PGDCHT_cat13_10,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,10,,,,13,,West Asian,,West Asian,,N/A,,10,,West Asian,,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
PGDCGT,,PGDCHT_cat13_11,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,11,,,,13,,Latin America,,Latin America,,N/A,,11,,Latin America,,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
PGDCGT,,PGDCHT_cat13_12,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,12,,,,13,,Other ,,Other ,,N/A,,12,,Other racial or cultural origin,,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
PGDCGT,,PGDCHT_cat13_13,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,13,,,,13,,Multiple,,Multiple,,N/A,,13,,Multiple racial or cultural origins,,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
PGDCGT,,PGDCHT_cat13_NA::a,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,NA::a,,,,13,,not applicable,,not applicable,,N/A,,96,,Valid skip,,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
PGDCGT,,PGDCHT_cat13_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,NA::b,,,,13,,missing,,missing,,N/A,,"[97, 99]",,Don't know (97); Refusal (98); Not stated (99),,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
PGDCGT,,PGDCHT_cat13_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::SDCDCGT, cycle2::SDCDCGT, [PGDCGT]",,,,,,,,cat,NA::b,,,,13,,missing,,missing,,N/A,,else,,else,,,,,Ethnicity,,,,,Cultural or racial group - (D),,,,,,,
poordiet,,poordiet_cat2_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[TotalFV],,,,,,,,cont,1,,,,2,,Yes,,Yes,,N/A,,"[0, 5)",,Yes,,,,,Diet quality,,,,,Diet quality - eats fruits/veg 5+ times per day,,,,,,,
poordiet,,poordiet_cat2_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[TotalFV],,,,,,,,cont,2,,,,2,,No,,No,,N/A,,"[5, 99)",,No,,,,,Diet quality,,,,,Diet quality - eats fruits/veg 5+ times per day,,,,,,,
poordiet,,poordiet_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[TotalFV],,,,,,,,cont,NA::b,,,,2,,missing,,missing,,N/A,,else,,else,,,,,Diet quality,,,,,Diet quality - eats fruits/veg 5+ times per day,,,,,,,
PRS_11,,PRS_11_cat2_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::PHC_11, cycle2::PHC_11, cycle3::PHC_11, cycle4::PHC_11, [PRS_11]",,,,,,,,cat,1,,,,2,,Yes,,Yes,,N/A,,1,,Yes,,,,,Pregnancy status,,,,,Pregnant,,,,,,,
PRS_11,,PRS_11_cat2_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::PHC_11, cycle2::PHC_11, cycle3::PHC_11, cycle4::PHC_11, [PRS_11]",,,,,,,,cat,2,,,,2,,No,,No,,N/A,,2,,No,,,,,Pregnancy status,,,,,Pregnant,,,,,,,
PRS_11,,PRS_11_cat2_NA::a,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::PHC_11, cycle2::PHC_11, cycle3::PHC_11, cycle4::PHC_11, [PRS_11]",,,,,,,,cat,NA::a,,,,2,,not applicable,,not applicable,,N/A,,6,,Valid skip,,,,,Pregnancy status,,,,,Pregnant,,,,,,,
PRS_11,,PRS_11_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::PHC_11, cycle2::PHC_11, cycle3::PHC_11, cycle4::PHC_11, [PRS_11]",,,,,,,,cat,NA::b,,,,2,,missing,,missing,,N/A,,"[7, 9]",,Don't know (7); Refusal (8); Not stated (9),,,,,Pregnancy status,,,,,Pregnant,,,,,,,
PRS_11,,PRS_11_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::PHC_11, cycle2::PHC_11, cycle3::PHC_11, cycle4::PHC_11, [PRS_11]",,,,,,,,cat,NA::b,,,,2,,missing,,missing,,N/A,,else,,else,,,,,Pregnancy status,,,,,Pregnant,,,,,,,
SBP_adj,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,DerivedVar::[BPMDPBPS],,,,,,,,N/A,Func::adjust_SBP,,,,N/A,,N/A,,N/A,,mmHg,,N/A,,N/A,,,,,Systolic blood pressure (adjusted),,,,,Adjusted systolic blood pressure measurement,,,,,,,Derived from BPMDPBPS
SBP_adj,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,DerivedVar::[BPMDPBPS],,,,,,,,N/A,NA::b,,,,N/A,,missing,,missing,,mmHg,,N/A,,N/A,,,,,Systolic blood pressure (adjusted),,,,,Adjusted systolic blood pressure measurement,,,,,,,
SLP_11,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4",,,,,[SLP_11],,,,,,,,cont,copy,,,,N/A,,Number of hours,,Number of hours,,hours/day,,"[2.0, 18.0]",,Number of hours,,,,,Hours of sleep per day,,,,,Hours spent sleeping in 24 hour period,,,,,,,
SLP_11,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4",,,,,[SLP_11],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,hours/day,,99.6,,Valid skip,,,,,Hours of sleep per day,,,,,Hours spent sleeping in 24 hour period,,,,,,,
SLP_11,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4",,,,,[SLP_11],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,hours/day,,"[99.7, 99.9]",,Don't know (99999997); Refusal (99999998); Not stated (99999999),,,,,Hours of sleep per day,,,,,Hours spent sleeping in 24 hour period,,,,,,,
SLP_11,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4",,,,,[SLP_11],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,hours/day,,else,,else,,,,,Hours of sleep per day,,,,,Hours spent sleeping in 24 hour period,,,,,,,
SMK_11,,SMK_11_cat2_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_11],,,,,,,,cat,1,,,,2,,Yes,,Yes,,N/A,,1,,Yes,,,,,Smoked 100 cigarettes in lifetime,,,,,Smoked 100 or more cigarettes - lifetime,,,,,,,
SMK_11,,SMK_11_cat2_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_11],,,,,,,,cat,2,,,,2,,No,,No,,N/A,,2,,No,,,,,Smoked 100 cigarettes in lifetime,,,,,Smoked 100 or more cigarettes - lifetime,,,,,,,
SMK_11,,SMK_11_cat2_NA::a,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_11],,,,,,,,cat,NA::a,,,,2,,not applicable,,not applicable,,N/A,,6,,Valid skip,,,,,Smoked 100 cigarettes in lifetime,,,,,Smoked 100 or more cigarettes - lifetime,,,,,,,
SMK_11,,SMK_11_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[SMK_11],,,,,,,,cat,NA::b,,,,2,,missing,,missing,,N/A,,"[7, 9]",,Don't know (7); Refusal (8); Not stated (9),,,,,Smoked 100 cigarettes in lifetime,,,,,Smoked 100 or more cigarettes - lifetime,,,,,,,
